"ParticipantNumber","OverallExperience","PreRegImp","PreregExp1","PreregUse_1","PreregUse_2","PreregUse_4","PreregUse_6","PreregUse_7","PreregUse_7_TEXT","PreRegExp2","PreRegExp2_TEXT","RRExp_1","RRExp_4","RRExp_5","RRExp_6","RRExp_7","RRExp_7_TEXT","prereg-concerns","PreRegConList","PreRegCon_delay","PreRegCon_look","PreRegCon_prevent_exp","PreRegCon_stifle_creativity","PreRegCon_scooping","PreRegCon_other","PreRegCon_text","PreRegCon_prevent_sig","PreRegCon_diff_pub","PreRegCon_none","CodeDef","CodeImp","CodeExp","CodeUse_useOthers","CodeUse_mine","CodeUse_reading","CodeUse_other","CodeUse_text","CodeUse_peer","Code-concerns","CodeConcernList","CodeCon_criticise","CodeCon_diff_understand","CodeCon_assistance","CodeCon_lose_control","CodeCon_errors","CodeCon_credit","CodeCon_other","CodeCon_text","CodeCon_none","CodeCon_violate","CodeCon_ip","OpenDataDef","OpenDataImp","OpenDataExp","DataUse_useOthers","DataUse_mine","DataUse_peer","DataUse_reading","DataUse_other","DataUse_text","Data-Concerns","DataConcernsList","DataConcern_criticise","DataConcern_ip","DataConcern_devalues","DataConcern_other","DataConcern_text","DataConcern_none","DataConcern_effort","DataConcern_unfair","DataConcern_credit","DataConcern_ethics","DataConcern_privacy","DataConcern_control","DataConcern_scoop","PrePubDef","PrePubImp","PrePubExp","PrePubUse_upload","PrePubUse_other","PrePubUse_text","PrePubUse_cited","PrePubUse_read","PrePub-Concerns","PrePubConcernsText","PrePubConcern_policy","PrePubConcern_scoop","PrePubConcern_noise","PrePubConcern_citations","PrePubConcern_other","PrePubConcern_text","PrePubConcern_compare","PrePubConcern_none","OAdef","OAprop","OAfees_free","OAfees_research_income","OAfees_centre","OAfees_school","OAfees_collab","OAfees_own_money","OAfees_other","OAfees_text","OAfees_withdrew","OAfees_waiver","OAfees_hdr","LastStudy","LastStudy_TEXT","OSmost_data","OSmost_code","OSmost_prepub","OSmost_prereg","OSmost_none","OSmost_OA","OSmost_unknown","OSmost_other","OSmost_text","OSmost_repo","OSTools_1","OSTools_2","OSTools_3","OSTools_4","OSTools_5","OSTools_6","OSTools_7","OSTools_8","OSTools_9","OSTools_10","OSTools_11","OSTools_12","OSTools_22","OSToolsOther","OSBarriers","OSBarriersText","OSFacilitate","OSBarrier_noOAFunding","OSBarrier_noCredit","OSBarrier_noMandate","OSBarrier_noInfo","OSBarrier_noInfrastructure","OSBarrier_noTimeEngage","OSBarrier_colleaguesDis","OSBarrier_noInterest","OSBarrier_none","OSBarrier_intimidating","OSBarrier_other","OSBarrier_text","OSBarrier_supervisorsDis","OSBarrier_noTraining","OSBarrier_independent","OSBarrier_noRecognition","OSBarrier_noSupport","OSBarrier_noOSFunding","OSBarrier_noTimeLearn","OSBarrier_noExpertise","DefRR","crisis","RepEstimate","self_rep_1","self_rep_2","self_rep_3","self_rep_5","self_rep_6","self_rep_4","LearnedFrom_9","LearnedFrom_9_TEXT","LearnedFrom_10","LearnedFrom_11","LearnedFrom_12","LearnedFrom_13","LearnedFrom_14","LearnedFrom_15","LearnedFrom_16","LearnedFrom_17","LearnedSpec","Teaching_1","Teaching_2","Teaching_3","Teaching_4","Teaching_5","Teaching_6","Teaching_6_TEXT","Teaching_7","Teaching_8","AcLevel_1","AcLevel_2","AcLevel_3","AcLevel_4","AcLevel_5","AcLevel_6","AcLevel_7","AcLevel_9","AcLevel_10","AcLevel_10_TEXT","AcLevel_12","AcLevel_13","funded","FundKnow","Thanks","FORcode_2_num","FORcode_2_label","FORcode_4_num","FORcode_4_label","discipline","crisis_num","OverallExp_num","PreRegImp_num_o","PreRegExp_num","CodeImp_num_o","CodeExp_num","DataExp_num","DataImp_num_o","PrePubImp_num_o","PrePubExp_num","OAprop_num_o","PreRegImp_num","CodeImp_num","DataImp_num","PrePubImp_num","OAprop_num","OverallExp","PreRegExp","DataImp","DataExp","AcLevel_Label"
1054,3,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,"Somewhat important","Some Use",1,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,2,"See below. Peer review is an important step in the publication process. Important changes as a result of peer review might get lost when two versions of a manuscript are available.",1,1,NA,1,NA,NA,1,NA,1,"Most",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,2,0,0,0,0,1,0,0,0,1,0,1,"Researchgate",1,"Cost","Funding",1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,"Slight Crisis",40,1,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","2","3","2","2","2","3","3","2","3","2","2","3","3","3","2","3","Some","Aware, But Not Used","Somewhat important","Some Use","Senior Lecturer"
1055,3,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"In my field (the humanities as distinct from the social sciences) this would be unwieldy and almost impossible.",1,1,1,1,NA,NA,NA,NA,NA,NA,1,"Researchers in my discipline do not use materials and/or code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,"In my field, such a practice would potentially do critical harm to the peer review process.",1,NA,1,1,NA,NA,1,NA,1,"Half",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,1,0,1,"Academia.edu, if that counts, as well as personal websites where publications are archived.",0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"The journals in my field that Swinburne recognises for workload purposes are predominantly not open access.",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,20," Language, Communication and Culture",2001," Communication and Media Studies","ASSH",NA,"3","4","1","0",NA,"2","3","4","1","3","1","0","2","1","2","Some","Unaware","Somewhat unimportant","Aware, But Not Used","Senior Lecturer"
1056,2,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"People using my ideas",1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,1,"Ethics of its use",NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,1,"Na",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,2,0,2,0,0,0,0,0,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Don't Know",25,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,11," Medical and Health Sciences",1110," Nursing","Medical & Health Sciences","4","2","1","2","2","2","2","2","3","1","5","4","3","3","2","5","Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","Lecturer"
1057,3,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Extremely important","Some Use",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Some Experience",1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Half",NA,1,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,NA,1,0,1,2,0,1,0,2,0,0,0,1,2,1,NA,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Significant Crisis",30,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17," Psychology and Cognitive Sciences",1702," Cognitive Sciences","Psyc & Cog Sciences","1","3","2","2","1","3","3","1","2","3","3","3","4","4","3","2","Some","Aware, But Not Used","Extremely important","Some Use","Senior Lecturer"
1058,4,"Not at all",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,"In qualitative studies there are ethical and analytical issues with sharing some forms of data. Some data can be made available but other data cannot. It really depends on the circumstances.",NA,NA,NA,1,NA,1,1,"There can be ethical implications if reused data are not analysed in ways that respect the original intent/study design for data collection and analysis by the primary researcher.",NA,1,NA,1,4,3,1,NA,NA,NA,NA,NA,1,"Datasets cannot be separated from the analytic work. These cannot be released in isolation due to the nature of qualitative study design and analysis.",NA,NA,NA,1,"Data may not be analysed appropriately.",NA,NA,NA,NA,1,NA,1,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,2,"I would want the expert peer reviewers to comment on my work before it is opened to broader scrutiny in the field.",NA,NA,1,NA,NA,NA,NA,NA,1,"Some",1,NA,NA,NA,NA,NA,1,"Authors typically do not have access to funding to support OA publication. I would prefer to publish OA but this is cost-prohibitive.",NA,NA,NA,5,"Qualitative inquiry involves the researcher as an instrument of data collection and analysis. The analysis cannot be replicated or reproduced as it is linked to the researcher's own context, history, knowledge, etc. This is a core feature of qualitative research practice.",1,1,NA,NA,NA,1,NA,NA,NA,1,2,2,2,2,2,0,2,0,0,0,1,2,1,NA,1,"Funding for OA publishing","For the university to provide funding to support OA publishing",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,"No Crisis",10,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,16," Studies in Human Society",1608," Sociology","ASSH","3","4","4","2","4","2","3","4","4","2","4","1","1","1","1","1","Extensive","Aware, But Not Used","Not at all","Some Use","Professor"
1059,1,"Somewhat important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"Extremely important","Unaware",NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Slight Crisis",39,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,9," Engineering",906," Electrical and Electronic Engineering","Engineering","2","1","2","1","1","1","1","1","4","1","0","3","4","4","1","0","Unaware","Unaware","Extremely important","Unaware","PhD Student"
1060,2,"Not at all",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Fluidity of research; ethics issues",1,NA,1,1,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Some Use",1,1,NA,NA,NA,NA,1,"ethics issues; other researchers using instrument without proper acknowledgement",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,2,2,NA,NA,NA,NA,NA,NA,1,"Who can analyse it first, and publish from it first",NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,2,"critical analysis prior to peer review; stealing content and ideas; will journals publish",1,1,1,NA,NA,NA,NA,NA,1,"Some",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0,2,2,0,0,2,0,0,0,1,1,1,NA,1,"Potential costs","Resources",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,5,"Slight Crisis",29,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,15," Commerce, Management, Tourism and Services",1503," Business and Management","Business & Law","2","2","4","2","2","3","2","2","3","2","4","1","3","3","2","1","Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","Professor"
1061,3,"Somewhat important",3,1,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"I usually only pre register randomised controlled trials. Have never considered it for secondary data analysis and have only done it infrequently for other designs",NA,1,NA,1,"Somewhat important","Some Use",NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,1,"the time line from research conduct to final publications can be very long and not right to share before the end of the process.  Need for careful protocols to assure anonymity of participants and - in multi site studies - of sites of data collection.",NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,2,"For high impact biomedical journals this can jeopardise publication",1,1,1,NA,NA,NA,1,NA,1,"Most",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2,2,2,2,2,0,0,0,0,0,1,0,1,NA,1,"Multi site collaborations make communication and agreement about these matters difficult","Culture change across biomedical researchers",1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,4,"Significant Crisis",41,0,1,0,0,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11," Medical and Health Sciences",1117," Public Health and Health Services","Medical & Health Sciences","1","3","2","3","2","3","2","2","4","2","2","3","3","3","1","3","Some","Some Experience","Somewhat important","Aware, But Not Used","Professor"
1063,2,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,NA,1,"Protection of intellectual property",NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,1,"Data could be misleadingly analysed",NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,2,"Quality is not assured",1,1,1,NA,NA,NA,1,NA,1,"Some",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,1,0,1,NA,0,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,4,"Don't Know",60,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Jennifer B at the dept of psych sciences research meeting",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","4","2","1","2","3","1","2","2","3","1","4","4","2","3","2","1","Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","Professor"
1064,2,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"My supervisor is not on board with preregistration. He thinks it hurts “serendipity”",NA,NA,NA,NA,NA,1,"It would cause problems with my supervisor",NA,NA,NA,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,NA,1,"Is it that important? I’d give the code for my stimulus presentation to anyone asks.",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,1,"I’m not sure but something feels dangerous about just putting your data out there.",NA,NA,NA,1,"I am not confident that others would know how to analyse my data correctly. I’m still learning myself.",NA,NA,NA,NA,NA,NA,1,NA,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,2,"I was told the good journals won’t publish your work if you do this.",1,NA,NA,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"I haven’t published yet",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,2,0,0,0,1,0,2,NA,1,"My supervisor isn’t a fan.","Working in another lab or having my own lab!",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,4,"Significant Crisis",75,0,0,0,0,0,0,NA,NA,NA,1,NA,1,NA,NA,NA,1,"Prof Beaudry at HESSA.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,17," Psychology and Cognitive Sciences",1799," Other Psychology and Cognitive Sciences","Psyc & Cog Sciences","1","2","1","2","2","1","2","2","3","2","0","4","3","3","2","0","Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","PhD Student"
1065,2,"Extremely important",3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,"Ethical",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,1,"ethics","none - participant privacy",1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,4,"Significant Crisis",46,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"post doc",NA,NA,1,0,1,17," Psychology and Cognitive Sciences",1799," Other Psychology and Cognitive Sciences","Psyc & Cog Sciences","1","2","1","3","1","2","2","1","4","1","0","4","4","4","1","0","Aware, But Not Used","Some Experience","Extremely important","Aware, But Not Used","Postdoc"
1066,2,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Other people doing the research. / The research often goes in a direction which was not planned.",1,1,1,1,1,NA,NA,NA,1,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,"My data is all qualitative and collected on the basis that it will be anonymous which requires not making the full data publicly available",NA,1,NA,1,1,1,1,1,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,2,NA,1,1,1,1,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"They do not know who I interviewed or what specific case studies were used due to annonymity requirements",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,"Academia / Research Gate",1,"Cost","Publisher fee paid",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,5,"Don't Know",3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,15," Commerce, Management, Tourism and Services",1501," Accounting, Auditing and Accountability","Business & Law","4","2","4","1","4","1","2","4","4","2","0","1","1","1","1","0","Aware, But Not Used","Unaware","Not at all","Aware, But Not Used","Professor"
1067,1,"Somewhat important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,"Extremely important","Unaware",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,0,0,0,0,2,0,2,NA,0,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,4,"Slight Crisis",70,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","2","1","2","1","1","1","1","2","2","1","0","3","4","3","3","0","Unaware","Unaware","Somewhat important","Unaware","Lecturer"
1068,3,"Extremely important",3,1,1,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Extremely important","Regular Use",1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,3,1,NA,NA,1,NA,NA,1,"Difficulty where consent was not obtained at the time of data collection for making openly available. / Industry sponsored research has IP and data ownership issues. / Extreme care warranted with potentially sensitive information",NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Somewhat important","Extensive Experience",1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Most",NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,0,0,1,0,1,0,0,0,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Significant Crisis",51,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,11," Medical and Health Sciences",1109," Neurosciences","Medical & Health Sciences","1","3","1","3","1","4","3","2","2","4","2","4","4","3","3","3","Some","Some Experience","Somewhat important","Some Use","Research Fellow"
1069,3,"Somewhat unimportant",4,NA,1,1,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Somewhat unimportant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"3","3","4","3",NA,NA,NA,NA,NA,NA,"2","2",NA,NA,NA,"Some","Reg Use",NA,NA,"NA"
1070,2,"Somewhat unimportant",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"2","3","1","2",NA,NA,NA,NA,NA,NA,"2","3",NA,NA,NA,"Aware, But Not Used","Unaware",NA,NA,"NA"
